review_id,business_id,user_id,stars,blob_polarity,review,complaint,compliments,neutral,suggestion for user,suggestion for business
lM0qr-867H5Sa_eVORrMqQ,AehuBK7aJZM76mAmQ7KL2w,Wx4vLvm5hiciCC07m_5TjQ,5,0.04,"art spaces that stimulate on intellectual and emotional levels are far and few, especially in the midwest",0,0,1,0,0
lM0qr-867H5Sa_eVORrMqQ,AehuBK7aJZM76mAmQ7KL2w,Wx4vLvm5hiciCC07m_5TjQ,5,0,this gallery's curated installations corrects this,0,1,0,0,0
lM0qr-867H5Sa_eVORrMqQ,AehuBK7aJZM76mAmQ7KL2w,Wx4vLvm5hiciCC07m_5TjQ,5,-0.05,"after finding the entrance on the corner of wood and sixth, we took the elevator up to the gallery above the t-station to immediately find a hospitable gentleman sitting quietly at a dimly lit table in a small hallway area",0,1,0,0,0
lM0qr-867H5Sa_eVORrMqQ,AehuBK7aJZM76mAmQ7KL2w,Wx4vLvm5hiciCC07m_5TjQ,5,-0.1875,he explained a little about the installation and directed us around the corner to ryoji ikeda's audiovisual installation piece data,0,0,1,0,0
lM0qr-867H5Sa_eVORrMqQ,AehuBK7aJZM76mAmQ7KL2w,Wx4vLvm5hiciCC07m_5TjQ,5,0,tron,0,0,1,0,0
lM0qr-867H5Sa_eVORrMqQ,AehuBK7aJZM76mAmQ7KL2w,Wx4vLvm5hiciCC07m_5TjQ,5,0.6,simply amazing,0,1,0,0,0
lM0qr-867H5Sa_eVORrMqQ,AehuBK7aJZM76mAmQ7KL2w,Wx4vLvm5hiciCC07m_5TjQ,5,0.2,it was a total immersion within site and sound with ample room to stand or sit to fully experience the projections,0,1,0,0,0
lM0qr-867H5Sa_eVORrMqQ,AehuBK7aJZM76mAmQ7KL2w,Wx4vLvm5hiciCC07m_5TjQ,5,0.5,if you love installation and the arts leaving this place will be bittersweet,0,1,0,0,0
lM0qr-867H5Sa_eVORrMqQ,AehuBK7aJZM76mAmQ7KL2w,Wx4vLvm5hiciCC07m_5TjQ,5,0.5,wood street feeds the famine but leaves you hungry for more,0,1,0,0,0
zv5J2F1F2HaJu27kV-SpMw,KZlFb1qDi8YSZJH2A2Nn3A,DLu1Bum8EXNE62xno-v0VA,4,0.361904762,"i love this library - good thing, too, since it's my local library! it doesn't quite have the ""awesome"" feel and look that the enormous main branch in oakland does, nor does it have a cafe like the main one does",0,1,0,0,0
zv5J2F1F2HaJu27kV-SpMw,KZlFb1qDi8YSZJH2A2Nn3A,DLu1Bum8EXNE62xno-v0VA,4,0.5,"still, it has the best and most essential part of any library: the books! i love just walking between the shelves looking at what's here",0,1,0,0,0
zv5J2F1F2HaJu27kV-SpMw,KZlFb1qDi8YSZJH2A2Nn3A,DLu1Bum8EXNE62xno-v0VA,4,0,"plus, as part of the pittsburgh library system, if you can't find a specific book here you can request a copy from another branch and they'll bring it here for you to pick up",0,1,0,0,0
zv5J2F1F2HaJu27kV-SpMw,KZlFb1qDi8YSZJH2A2Nn3A,DLu1Bum8EXNE62xno-v0VA,4,-0.044642857,"other items you can find or request include but are not limited to cds (do people still listen to cds?), movies, audiobooks and music books",0,0,1,0,0
zv5J2F1F2HaJu27kV-SpMw,KZlFb1qDi8YSZJH2A2Nn3A,DLu1Bum8EXNE62xno-v0VA,4,0.155,other things to love about this library: there's entire rooms available to use for quiet studying or gaming sessions,0,1,0,0,0
zv5J2F1F2HaJu27kV-SpMw,KZlFb1qDi8YSZJH2A2Nn3A,DLu1Bum8EXNE62xno-v0VA,4,0.16,i knew folks in high school who would get together to play board games or d&d here,0,0,1,0,0
zv5J2F1F2HaJu27kV-SpMw,KZlFb1qDi8YSZJH2A2Nn3A,DLu1Bum8EXNE62xno-v0VA,4,0,"if you don't need an entire room, you can use a desk, assuming they're not all taken; i used to grab a desk by the windows when i was interning/working from home",0,0,1,0,0
zv5J2F1F2HaJu27kV-SpMw,KZlFb1qDi8YSZJH2A2Nn3A,DLu1Bum8EXNE62xno-v0VA,4,0,on rainy days i just listened to rain falling on the enormous windows as i typed,0,0,1,0,0
zv5J2F1F2HaJu27kV-SpMw,KZlFb1qDi8YSZJH2A2Nn3A,DLu1Bum8EXNE62xno-v0VA,4,0.25,it was so peaceful and relaxing,0,1,0,0,0
zv5J2F1F2HaJu27kV-SpMw,KZlFb1qDi8YSZJH2A2Nn3A,DLu1Bum8EXNE62xno-v0VA,4,0.2,"also, there are frequently book sales here, during which you can find cheap books, dvds and even old vhs tapes",0,0,1,0,0
zv5J2F1F2HaJu27kV-SpMw,KZlFb1qDi8YSZJH2A2Nn3A,DLu1Bum8EXNE62xno-v0VA,4,0.4,"if you need to use a computer for any reason (looking a book up, getting directions, e-mail, whatever), you can access one and use the internet for free with a library card number",0,0,1,0,0
zv5J2F1F2HaJu27kV-SpMw,KZlFb1qDi8YSZJH2A2Nn3A,DLu1Bum8EXNE62xno-v0VA,4,0.05,"there are printers/scanners available for public use - there's a small fee for using them, but it's a miniscule one",0,1,0,0,0
zv5J2F1F2HaJu27kV-SpMw,KZlFb1qDi8YSZJH2A2Nn3A,DLu1Bum8EXNE62xno-v0VA,4,0.455,and the staff/volunteers are all very sweet,0,1,0,0,0
zv5J2F1F2HaJu27kV-SpMw,KZlFb1qDi8YSZJH2A2Nn3A,DLu1Bum8EXNE62xno-v0VA,4,0.1875,"locals will probably recognize a lot of them, too, since many of them are involved in other parts of community life, too",0,0,1,0,0
zv5J2F1F2HaJu27kV-SpMw,KZlFb1qDi8YSZJH2A2Nn3A,DLu1Bum8EXNE62xno-v0VA,4,0.4,it may not be the biggest library in the city but it's definitely one of the sweetest and has a great close-knit community feel to it,0,1,0,0,0
zv5J2F1F2HaJu27kV-SpMw,KZlFb1qDi8YSZJH2A2Nn3A,DLu1Bum8EXNE62xno-v0VA,4,0,can't complain about this place!,0,1,0,0,0
QmFiVRIwspnCrtqSAnmybQ,braCb_hHbrQ3BR0xG3yz6g,mWwI9YTCX4LQMGA3VIh5Gw,3,0,"i've had issues before with this post office, but i got over them",0,0,1,0,0
QmFiVRIwspnCrtqSAnmybQ,braCb_hHbrQ3BR0xG3yz6g,mWwI9YTCX4LQMGA3VIh5Gw,3,0,some employees do their job well and some don't,0,0,1,0,0
QmFiVRIwspnCrtqSAnmybQ,braCb_hHbrQ3BR0xG3yz6g,mWwI9YTCX4LQMGA3VIh5Gw,3,0,it's the same anywhere you go,0,0,1,0,0
QmFiVRIwspnCrtqSAnmybQ,braCb_hHbrQ3BR0xG3yz6g,mWwI9YTCX4LQMGA3VIh5Gw,3,-0.05,although even the good ones act like they hate their jobs and life - like the usps is sucking the life out of them,1,0,0,0,0
QmFiVRIwspnCrtqSAnmybQ,braCb_hHbrQ3BR0xG3yz6g,mWwI9YTCX4LQMGA3VIh5Gw,3,0,i can relate,0,0,1,0,0
QmFiVRIwspnCrtqSAnmybQ,braCb_hHbrQ3BR0xG3yz6g,mWwI9YTCX4LQMGA3VIh5Gw,3,0,"as i wait in line i dread the woman saying ""for $68 you can have it there tomorrow",1,0,0,0,0
QmFiVRIwspnCrtqSAnmybQ,braCb_hHbrQ3BR0xG3yz6g,mWwI9YTCX4LQMGA3VIh5Gw,3,0,no? priority mail is our 2-3 service which includes tracking and,0,0,1,0,0
QmFiVRIwspnCrtqSAnmybQ,braCb_hHbrQ3BR0xG3yz6g,mWwI9YTCX4LQMGA3VIh5Gw,3,0,"blah, blah, do you need any stamps or packaging products?"" ugh",1,0,0,0,0
QmFiVRIwspnCrtqSAnmybQ,braCb_hHbrQ3BR0xG3yz6g,mWwI9YTCX4LQMGA3VIh5Gw,3,0,such is life,1,0,0,0,0
4-6yDvfPQ_H_ALMR__MzaQ,tIdp3z6FcVfYfpnj_No7dA,CAxfOP8lrKOggZSkCaXH6w,4,0,took a bunch of out of towners who wanted to check out a civil war era place to latta plantation,0,0,1,0,0
4-6yDvfPQ_H_ALMR__MzaQ,tIdp3z6FcVfYfpnj_No7dA,CAxfOP8lrKOggZSkCaXH6w,4,-0.1125,"located in the latta nature reserve in huntersville, the plantation consists of a visitors' center, plantation house, farm, and other assorted buildings",0,0,1,0,0
4-6yDvfPQ_H_ALMR__MzaQ,tIdp3z6FcVfYfpnj_No7dA,CAxfOP8lrKOggZSkCaXH6w,4,0.54375,there are a couple of very friendly animals roaming around the farm area and the people who work there are really nice and informative,0,1,0,0,0
4-6yDvfPQ_H_ALMR__MzaQ,tIdp3z6FcVfYfpnj_No7dA,CAxfOP8lrKOggZSkCaXH6w,4,0,"a civil war infantry demonstration was going on the day we went, that was neat, got to learn about how the confederate infantry lived and operated",0,1,0,0,0
4-6yDvfPQ_H_ALMR__MzaQ,tIdp3z6FcVfYfpnj_No7dA,CAxfOP8lrKOggZSkCaXH6w,4,0.8,great place to take the kids or people who like civil war era history,0,1,0,0,0
4-6yDvfPQ_H_ALMR__MzaQ,tIdp3z6FcVfYfpnj_No7dA,CAxfOP8lrKOggZSkCaXH6w,4,0,admission is $6 for adults and $5 with student id,0,0,1,0,0
qzgPb726nuVAWF4zor36yA,udbtIhRXiehLRQoMFKvNXg,tu0DdflQ-KV-ivzbiN5OSQ,5,0.6,nice journey of the kkk community and selma protest,0,1,0,0,0
qzgPb726nuVAWF4zor36yA,udbtIhRXiehLRQoMFKvNXg,tu0DdflQ-KV-ivzbiN5OSQ,5,0.5,the cotton gin machine is also overwhelming,0,1,0,0,0
qzgPb726nuVAWF4zor36yA,udbtIhRXiehLRQoMFKvNXg,tu0DdflQ-KV-ivzbiN5OSQ,5,-0.270833333,"history always remind us how we become like this, how hard life the past was",0,1,0,0,0
ljWWrXRTBAQjDUqpC-vKRQ,mzc0WLijQ-7Tx-GsOThS5w,ITwewV_k1EcFgxfWNlssqQ,4,0,i'm a big fan of the mint museum of craft + design,0,0,1,0,0
ljWWrXRTBAQjDUqpC-vKRQ,mzc0WLijQ-7Tx-GsOThS5w,ITwewV_k1EcFgxfWNlssqQ,4,0.85,their exhibits always feature beautiful works,0,1,0,0,0
ljWWrXRTBAQjDUqpC-vKRQ,mzc0WLijQ-7Tx-GsOThS5w,ITwewV_k1EcFgxfWNlssqQ,4,0.383333333,"i really liked ""possibilities: rising stars of contemporary craft in north carolina"" in the summer",0,1,0,0,0
ljWWrXRTBAQjDUqpC-vKRQ,mzc0WLijQ-7Tx-GsOThS5w,ITwewV_k1EcFgxfWNlssqQ,4,0,like mindy w,0,1,0,0,0
ljWWrXRTBAQjDUqpC-vKRQ,mzc0WLijQ-7Tx-GsOThS5w,ITwewV_k1EcFgxfWNlssqQ,4,0.6,", i particularly liked the work of anne lemanski",0,1,0,0,0
ljWWrXRTBAQjDUqpC-vKRQ,mzc0WLijQ-7Tx-GsOThS5w,ITwewV_k1EcFgxfWNlssqQ,4,0,her art involves three-d constructions of animals using politically charged images,0,0,1,0,0
ljWWrXRTBAQjDUqpC-vKRQ,mzc0WLijQ-7Tx-GsOThS5w,ITwewV_k1EcFgxfWNlssqQ,4,0.285714286,"right now, there is also an avant-garde jewelry exhibition at the museum",0,0,1,0,0
ljWWrXRTBAQjDUqpC-vKRQ,mzc0WLijQ-7Tx-GsOThS5w,ITwewV_k1EcFgxfWNlssqQ,4,0.118181818,"if you're new in town, appreciate art and are looking to meet people, i'd recommend checking out the young affiliates of the mint",0,1,0,1,0
ljWWrXRTBAQjDUqpC-vKRQ,mzc0WLijQ-7Tx-GsOThS5w,ITwewV_k1EcFgxfWNlssqQ,4,0.066666667,it's a social group for young mint supporters,0,0,1,0,0
ljWWrXRTBAQjDUqpC-vKRQ,mzc0WLijQ-7Tx-GsOThS5w,ITwewV_k1EcFgxfWNlssqQ,4,0.55,they have fun parties and monthly happy hours on the roof of the mint,0,1,0,0,0
ljWWrXRTBAQjDUqpC-vKRQ,mzc0WLijQ-7Tx-GsOThS5w,ITwewV_k1EcFgxfWNlssqQ,4,0.391666667,it's a great venue because you're in the middle of uptown's skylines and have a really unique view of the city,0,1,0,0,0
mgmcRbuhdXma-frB8fl8rA,g-Q7G5Q2zHb1BqoF8pq-OA,BcMrJHQ90zKJgj93yIXX7A,4,0.111111111,"the stadium and game were a pleasant surprise - the crowd had energy, there was always music playing or something going on on the big screen",0,1,0,0,0
mgmcRbuhdXma-frB8fl8rA,g-Q7G5Q2zHb1BqoF8pq-OA,BcMrJHQ90zKJgj93yIXX7A,4,0.5875,"they do a great job keeping the fans pumped up and excited, which i can't say for all stadiums",0,1,0,0,0
mgmcRbuhdXma-frB8fl8rA,g-Q7G5Q2zHb1BqoF8pq-OA,BcMrJHQ90zKJgj93yIXX7A,4,0.180555556,food was decent and our seats in the 500 level were better than i expected!,0,1,0,0,0
DO-BhGNV_H3szwOFXkFIyw,g-Q7G5Q2zHb1BqoF8pq-OA,vpBkQLmDZKgrkyQPRPp2vg,5,0,went to the belk bowl here,0,0,1,0,0
DO-BhGNV_H3szwOFXkFIyw,g-Q7G5Q2zHb1BqoF8pq-OA,vpBkQLmDZKgrkyQPRPp2vg,5,0.6,i couldn't believe how nice the stadium is inside,0,1,0,0,0
DO-BhGNV_H3szwOFXkFIyw,g-Q7G5Q2zHb1BqoF8pq-OA,vpBkQLmDZKgrkyQPRPp2vg,5,0.136363636,"when atlanta builds a new stadium, they need to take note",0,0,1,0,0
DO-BhGNV_H3szwOFXkFIyw,g-Q7G5Q2zHb1BqoF8pq-OA,vpBkQLmDZKgrkyQPRPp2vg,5,1,i was impressed by the food selection & quality,0,1,0,0,0
DO-BhGNV_H3szwOFXkFIyw,g-Q7G5Q2zHb1BqoF8pq-OA,vpBkQLmDZKgrkyQPRPp2vg,5,0.573333333,the bathrooms stayed clean & the attendants were all very nice & smiling,0,1,0,0,0
DO-BhGNV_H3szwOFXkFIyw,g-Q7G5Q2zHb1BqoF8pq-OA,vpBkQLmDZKgrkyQPRPp2vg,5,0,kudos to the designers & managers of this facility,0,1,0,0,0
DO-BhGNV_H3szwOFXkFIyw,g-Q7G5Q2zHb1BqoF8pq-OA,vpBkQLmDZKgrkyQPRPp2vg,5,0.6,we had a nice visit to charlotte & a w in the boa stadium,0,1,0,0,0
L1BxdJyJCRdl18AN-CsR_Q,ZBQWSsUXwixFmm3lpegMiA,5I2Z5yNKYvqMYRO2A-wCLg,2,0,i went to discovery place in middle school during a school field trip,0,0,1,0,0
L1BxdJyJCRdl18AN-CsR_Q,ZBQWSsUXwixFmm3lpegMiA,5I2Z5yNKYvqMYRO2A-wCLg,2,0.6,it was an amazing place,0,1,0,0,0
L1BxdJyJCRdl18AN-CsR_Q,ZBQWSsUXwixFmm3lpegMiA,5I2Z5yNKYvqMYRO2A-wCLg,2,0.275,"the exhibits were so cool, there was so much to see and do",0,1,0,0,0
L1BxdJyJCRdl18AN-CsR_Q,ZBQWSsUXwixFmm3lpegMiA,5I2Z5yNKYvqMYRO2A-wCLg,2,0.252083333,so recently i decided to take my own little ones to see all the fun and exciting exhibits i had enjoyed,0,1,0,0,0
L1BxdJyJCRdl18AN-CsR_Q,ZBQWSsUXwixFmm3lpegMiA,5I2Z5yNKYvqMYRO2A-wCLg,2,0.1,"wow, how time changes a place",1,0,0,0,0
L1BxdJyJCRdl18AN-CsR_Q,ZBQWSsUXwixFmm3lpegMiA,5I2Z5yNKYvqMYRO2A-wCLg,2,-0.5,my kids were bored,1,0,0,0,0
L1BxdJyJCRdl18AN-CsR_Q,ZBQWSsUXwixFmm3lpegMiA,5I2Z5yNKYvqMYRO2A-wCLg,2,0.104583333,"i mean insanely bored, and i have very inquisitive and intelligent children! the very few exhibits that were interesting were covered over by kids who didn't know the meaning of the words ""taking turns"", whose parents were over in the corner on their assorted electronic devices",1,0,0,0,0
L1BxdJyJCRdl18AN-CsR_Q,ZBQWSsUXwixFmm3lpegMiA,5I2Z5yNKYvqMYRO2A-wCLg,2,0.15625,this place is little more than a overhyped daycare now,1,0,0,0,0
L1BxdJyJCRdl18AN-CsR_Q,ZBQWSsUXwixFmm3lpegMiA,5I2Z5yNKYvqMYRO2A-wCLg,2,0.15,"all the cool things i did and enjoyed as an adolescent were replaced with ""rooms"" that had microscopes that barely worked, a hands-on exhibit of water creatures that for some strange reason my kids weren't allowed to touch for more than two seconds by the employee manning the exhibit, despite some of the other children splashing around in the water and making a mess",1,0,0,0,0
L1BxdJyJCRdl18AN-CsR_Q,ZBQWSsUXwixFmm3lpegMiA,5I2Z5yNKYvqMYRO2A-wCLg,2,0.166666667,we severely overpaid for a grand total of ninety minutes of sheer boredom,1,0,0,0,0
L1BxdJyJCRdl18AN-CsR_Q,ZBQWSsUXwixFmm3lpegMiA,5I2Z5yNKYvqMYRO2A-wCLg,2,0.03125,"we honestly tried, but other than the building blocks in a supposed ""architecture"" exhibit that was taken over by adult frank lloyd wright-wannabes, leaving few bricks for the actual kids to use, there was little to do",1,0,0,0,0
L1BxdJyJCRdl18AN-CsR_Q,ZBQWSsUXwixFmm3lpegMiA,5I2Z5yNKYvqMYRO2A-wCLg,2,0.425,we won't be coming back; there are way too many good opportunities for education that offer a lot more than i saw at discovery place,1,0,0,0,0
uaTStZXrop_pdU2fUuKfMw,JeZRokQJYf6sV_TF7lm9_Q,sfJWzJRos2PvvM99p_PQAg,1,-0.3,i've been hospitalized here at least 3 times in icu for 2 week stretches for severe breathing problems and pneumonia,0,0,1,0,0
uaTStZXrop_pdU2fUuKfMw,JeZRokQJYf6sV_TF7lm9_Q,sfJWzJRos2PvvM99p_PQAg,1,0.25,the first time i was admitted i was stuck in a room the air was set to something like 76 degrees,1,0,0,0,0
uaTStZXrop_pdU2fUuKfMw,JeZRokQJYf6sV_TF7lm9_Q,sfJWzJRos2PvvM99p_PQAg,1,0,"for someone who is laboring to breathe, coughing continuously to circulate oxygen - this is unbearable",1,0,0,0,0
uaTStZXrop_pdU2fUuKfMw,JeZRokQJYf6sV_TF7lm9_Q,sfJWzJRos2PvvM99p_PQAg,1,0,i broke a sweat,1,0,0,0,0
uaTStZXrop_pdU2fUuKfMw,JeZRokQJYf6sV_TF7lm9_Q,sfJWzJRos2PvvM99p_PQAg,1,0.148148148,when i requested them to turn the thermostat down (i had my own in the room) i was told it wouldn't help because they were moving me to my permanent room shortly,0,0,1,0,0
uaTStZXrop_pdU2fUuKfMw,JeZRokQJYf6sV_TF7lm9_Q,sfJWzJRos2PvvM99p_PQAg,1,-0.038888889,4 hours later - i have requested the air to be turned down several times - i'm still in the same room,1,0,0,0,0
uaTStZXrop_pdU2fUuKfMw,JeZRokQJYf6sV_TF7lm9_Q,sfJWzJRos2PvvM99p_PQAg,1,0,"and i'm being repeatedly told to sit up, it'll help me breathe",0,0,1,0,0
uaTStZXrop_pdU2fUuKfMw,JeZRokQJYf6sV_TF7lm9_Q,sfJWzJRos2PvvM99p_PQAg,1,-0.0390625,"finally, i had to get mean with the nurse - and i'm never mean to medical help",1,0,0,0,0
uaTStZXrop_pdU2fUuKfMw,JeZRokQJYf6sV_TF7lm9_Q,sfJWzJRos2PvvM99p_PQAg,1,-0.201388889,"she finally realized that i'd now then been laboring to breathe for over 6 hours, was exhausted, in pain and had no more patience and turned the air down",1,0,0,0,0
uaTStZXrop_pdU2fUuKfMw,JeZRokQJYf6sV_TF7lm9_Q,sfJWzJRos2PvvM99p_PQAg,1,-0.022222222,i didn't get my permanent room til nearly a day and a half later,1,0,0,0,0
uaTStZXrop_pdU2fUuKfMw,JeZRokQJYf6sV_TF7lm9_Q,sfJWzJRos2PvvM99p_PQAg,1,-0.4125,every other experience there was nearly as bad,1,0,0,0,0
