,review_id,business_id,user_id,stars,blob_polarity,review
275120,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,tried again in auto
275121,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,"guess it over-cools the room, then warms it back up"
275122,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0.1,wow
275123,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,"i'm in the room now, 2am can't sleep, sore throat from the heat"
275124,2KpF3txbTE8ApkYMFNzF1g,ovd7_Dr8y_Q-H1_LxXDi_g,lB5rRr7NSxgf5rbHLt8ViA,1,0,wanna go home
275125,SJ2yeEfBfkDKPoNFq5UpWw,ovd7_Dr8y_Q-H1_LxXDi_g,MzhlBTq9ZvonsVhQ1Q_BDA,1,0.25,i am currently here and i made a reservation more than one month ahead and specified i need a pack and play
275126,SJ2yeEfBfkDKPoNFq5UpWw,ovd7_Dr8y_Q-H1_LxXDi_g,MzhlBTq9ZvonsVhQ1Q_BDA,1,0,i also called one week before the trip to confirm the request
275127,SJ2yeEfBfkDKPoNFq5UpWw,ovd7_Dr8y_Q-H1_LxXDi_g,MzhlBTq9ZvonsVhQ1Q_BDA,1,-0.3,"upon checking in to my room, there was no crib in my room, because i check in too late"
275128,SJ2yeEfBfkDKPoNFq5UpWw,ovd7_Dr8y_Q-H1_LxXDi_g,MzhlBTq9ZvonsVhQ1Q_BDA,1,0.4,mind you that i checked in at 3pm and the room won't be available till 4pm
275129,SJ2yeEfBfkDKPoNFq5UpWw,ovd7_Dr8y_Q-H1_LxXDi_g,MzhlBTq9ZvonsVhQ1Q_BDA,1,0.155555556,"what sounds ridiculous to me is that  i request if a pack and play becomes available tomorrow, it be made available to me"
275130,SJ2yeEfBfkDKPoNFq5UpWw,ovd7_Dr8y_Q-H1_LxXDi_g,MzhlBTq9ZvonsVhQ1Q_BDA,1,0,"i was told no, i have to keep calling back the front desk to try my luck"
275131,SJ2yeEfBfkDKPoNFq5UpWw,ovd7_Dr8y_Q-H1_LxXDi_g,MzhlBTq9ZvonsVhQ1Q_BDA,1,0.225,really?  that level of service is very underwhelming!
275132,PZ-shHR0y60XfKpf2c4kNA,ovd7_Dr8y_Q-H1_LxXDi_g,6UdaQH5axQNtTGOTZgBSMg,5,0.8,all my son wanted for his birthday was to go to great wolf lodge
275133,PZ-shHR0y60XfKpf2c4kNA,ovd7_Dr8y_Q-H1_LxXDi_g,6UdaQH5axQNtTGOTZgBSMg,5,0,i thought i hit the jackpot when i found a deal on groupon
275134,PZ-shHR0y60XfKpf2c4kNA,ovd7_Dr8y_Q-H1_LxXDi_g,6UdaQH5axQNtTGOTZgBSMg,5,0,$299 versus $349
275135,PZ-shHR0y60XfKpf2c4kNA,ovd7_Dr8y_Q-H1_LxXDi_g,6UdaQH5axQNtTGOTZgBSMg,5,0,i purchased it two months out
275136,PZ-shHR0y60XfKpf2c4kNA,ovd7_Dr8y_Q-H1_LxXDi_g,6UdaQH5axQNtTGOTZgBSMg,5,0.375,"the week before his birthday my husband was told he had to travel for work on the day we originally booked, so i tried to change the reservation"
275137,PZ-shHR0y60XfKpf2c4kNA,ovd7_Dr8y_Q-H1_LxXDi_g,6UdaQH5axQNtTGOTZgBSMg,5,0,groupon was not helpful at all
275138,PZ-shHR0y60XfKpf2c4kNA,ovd7_Dr8y_Q-H1_LxXDi_g,6UdaQH5axQNtTGOTZgBSMg,5,-0.3,too late for a refund and they can't make changes
275139,PZ-shHR0y60XfKpf2c4kNA,ovd7_Dr8y_Q-H1_LxXDi_g,6UdaQH5axQNtTGOTZgBSMg,5,0.45,so i called great wolf directly
275140,PZ-shHR0y60XfKpf2c4kNA,ovd7_Dr8y_Q-H1_LxXDi_g,6UdaQH5axQNtTGOTZgBSMg,5,0.78,"i was so upset, but they were very nice and helpful"
275141,PZ-shHR0y60XfKpf2c4kNA,ovd7_Dr8y_Q-H1_LxXDi_g,6UdaQH5axQNtTGOTZgBSMg,5,0,i found on their website that the rate for the night i wanted to switch to was only $249 ( groupon wasn't that big of a deal after all)
275142,PZ-shHR0y60XfKpf2c4kNA,ovd7_Dr8y_Q-H1_LxXDi_g,6UdaQH5axQNtTGOTZgBSMg,5,0,they made the swap and actually have me resort credits for the difference
275143,PZ-shHR0y60XfKpf2c4kNA,ovd7_Dr8y_Q-H1_LxXDi_g,6UdaQH5axQNtTGOTZgBSMg,5,0.484375,he had a fantastic birthday! the staff was friendly and we had a blast! 
