,Unnamed: 0,review_id,business_id,user_id,stars,blob_polarity,review,stem_review,complaint,compliments,suggestion for user,suggestion for business
10,269013,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.0,i waited around for a bit for some friends to arrive and chatted with alexa (sp?),i wait around for a bit for some friend to arriv and chat with alexa (sp?),0,1,0,0
11,269014,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.55,she was adorable and her demeanor and candid personality set me at ease,she wa ador and her demeanor and candid person set me at eas,0,1,0,0
12,269015,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.333333333,i was lucky that she was the one who took me up to jump,i wa lucki that she wa the one who took me up to jump,0,1,0,0
13,269016,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.55,everyone i encountered from checking in to paying to getting harnessed into the world most unflattering jumpsuit to the jump itself were amazing,everyon i encount from check in to pay to get har into the world most unflatt jumpsuit to the jump itself were amaz,0,1,0,0
14,269017,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.5,i think i would have been more scared to jump had the personalities and customer service of the staff been sub par,i think i would have been more scare to jump had the person and custom servic of the staff been sub par,0,1,0,0
15,269018,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.5,they set me at ease and made me feel safe,they set me at eas and made me feel safe,0,1,0,0
16,269019,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.26666666699999997,it was a great experience and i would go back and do it again on my next visit,it wa a great experi and i would go back and do it again on my next visit,0,1,0,0
17,269020,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.265625,i'm defiantly glad i did it at night though because i cannot imagine how hot it would have been in that suit and in the little cage/room area at the top level where you jump,i'm defiantli glad i did it at night though becaus i cannot imagin how hot it would have been in that suit and in the littl cage/room area at the top level where you jump,0,1,0,0
18,269021,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.0,avoid the heat and do it at night,avoid the heat and do it at night,0,0,0,0
19,269022,Pec_CKbPOo7g4QB61GcEzg,utSuiRS-hZnmHoPHdjw6dA,LISp8sR4mS5DLxQ6HRTUQA,5,0.25,"besides, the lights make the jump a whole lot easier to stomach!","besides, the light make the jump a whole lot easier to stomach!",0,1,0,0
20,269023,AYSxVxWCdoraGby65SlQyQ,utSuiRS-hZnmHoPHdjw6dA,OaFcpi3W4AwxrD8W2pgC_A,5,0.0,went here and jumped off from the stratosphere on my sister's birthday,went here and jump off from the stratospher on my sister' birthday,0,1,0,0
21,269024,AYSxVxWCdoraGby65SlQyQ,utSuiRS-hZnmHoPHdjw6dA,OaFcpi3W4AwxrD8W2pgC_A,5,0.65,it was a great and memorable experience,it wa a great and memor experi,0,1,0,0
22,269025,AYSxVxWCdoraGby65SlQyQ,utSuiRS-hZnmHoPHdjw6dA,OaFcpi3W4AwxrD8W2pgC_A,5,0.255208333,"i enjoyed the view and that little ""oops!"" moment when i stopped and started swinging close to the glass panels (in front of top of the world restaurant) which added to the thrill","i enjoy the view and that littl ""oops!"" moment when i stop and start swing close to the glass panel (in front of top of the world restaurant) which ad to the thrill",0,1,0,0
23,269026,AYSxVxWCdoraGby65SlQyQ,utSuiRS-hZnmHoPHdjw6dA,OaFcpi3W4AwxrD8W2pgC_A,5,0.29375,855 ft above the strip? oh yes! such great fun! ,855 ft abov the strip? oh yes! such great fun! ,0,1,0,0
24,269027,AYSxVxWCdoraGby65SlQyQ,utSuiRS-hZnmHoPHdjw6dA,OaFcpi3W4AwxrD8W2pgC_A,5,0.0,you'll get a certificate after your jump and for $$ you can get souvenir photos and video,you'll get a certif after your jump and for $$ you can get souvenir photo and video,0,0,1,0
25,269028,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.0,i am a thrill seeker,i am a thrill seeker,0,1,0,0
26,269029,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.5,i love roller coasters,i love roller coaster,0,1,0,1
27,269030,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.2,i have bungee jumped and i did terminal velocity at wisconsin dells which is a 100-foot free fall into a net,i have bunge jump and i did termin veloc at wisconsin dell which is a 100-foot free fall into a net,0,1,0,0
28,269031,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.0,"that being said, i was scared about doing this","that be said, i wa scare about do thi",0,1,0,0
29,269032,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.0,just the sheer height - 108 stories is daunting,just the sheer height - 108 stori is daunt,0,1,0,0
30,269033,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.0,one of my traveling companions suggested doing it a couple months ago,one of my travel companion suggest do it a coupl month ago,0,0,0,0
31,269034,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.0,my initial reaction was no way,my initi reaction wa no way,0,1,0,0
32,269035,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.5,then i saw the youtube videos and thought ok,then i saw the youtub video and thought ok,0,1,0,0
33,269036,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.0,then the day came and got there and initially decided not to,then the day came and got there and initi decid not to,0,0,0,0
34,269037,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,-0.1,buddy did it and heard him and others talk about it being fun and not all that scary once you let yourself off the platform,buddi did it and heard him and other talk about it be fun and not all that scari onc you let yourself off the platform,0,0,0,0
35,269038,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.4,"agreed, gotta psyche yourself up to jump but once you jump, you will enjoy it","agreed, gotta psych yourself up to jump but onc you jump, you will enjoy it",0,1,0,0
36,269039,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.3,taking the plunge on this ride was definitely worth it,take the plung on thi ride wa definit worth it,0,1,0,0
37,269040,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.25,scariest parts are standing on the platform waiting and at the end when you feel like you are coming in hot,scariest part are stand on the platform wait and at the end when you feel like you are come in hot,0,1,0,0
38,269041,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.5,"although it is a controlled fall, it was still an enjoyable rush","although it is a control fall, it wa still an enjoy rush",0,1,0,0
39,269042,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,0.0,"if you are thinking about doing it but have reservations, go ahead and do it","if you are think about do it but have reservations, go ahead and do it",0,1,0,0
40,269043,ywocmFR6wjMP8xJyKj6SpQ,utSuiRS-hZnmHoPHdjw6dA,uRhxqIdyu_jjoDKm8lSEDg,5,-0.1,you will not have any regrets,you will not have ani regret,0,1,0,0
41,269044,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.475,a pretty good time that might cause you to evacuate your bladder,a pretti good time that might caus you to evacu your bladder,0,1,0,0
42,269045,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.321428571,the first thing i can say for skyjump is it certainly felt safe,the first thing i can say for skyjump is it certainli felt safe,0,1,0,0
43,269046,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.05,my harness was adjusted by attentive employees at least three times,my har wa adjust by attent employe at least three time,0,1,0,0
44,269047,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,-0.066666667,these guys are serious about how they do this and it really shows,these guy are seriou about how they do thi and it realli show,1,1,0,0
45,269048,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.0,"so if you're worried about actually falling to your death, allow me to comfort you on this aspect","so if you'r worri about actual fall to your death, allow me to comfort you on thi aspect",1,0,0,0
46,269049,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.214285714,the view and the jump experience certainly is motivating,the view and the jump experi certainli is motiv,0,1,0,0
47,269050,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.016666667,for the first few seconds it definitely feels like freefall,for the first few second it definit feel like freefal,0,1,0,0
48,269051,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.075,"even once the ropes start to slow you it's still pretty damn exciting: however, the least exciting part of it is how much the harness pulls you by the groin","even onc the rope start to slow you it' still pretti damn exciting: however, the least excit part of it is how much the har pull you by the groin",1,1,0,0
49,269052,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.04444444400000001,"not pleasant, and could have been avoided with a different harness, but it's not awful","not pleasant, and could have been avoid with a differ harness, but it' not aw",1,1,0,0
50,269053,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,-0.11666666699999999,"recommended for thrill seekers with a decent amount of money to blow, $110 bucks for a 10 minute experience and a 1 minute jump is not a great value","recommend for thrill seeker with a decent amount of money to blow, $110 buck for a 10 minut experi and a 1 minut jump is not a great valu",1,1,0,0
51,269054,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.05,"you will also have something to talk about if you ever run into ronnie from the jersey shore, because apparently he did this too (they have pictures) but when is that going to happen","you will also have someth to talk about if you ever run into ronni from the jersey shore, becaus appar he did thi too (they have pictures) but when is that go to happen",1,0,0,0
52,269055,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,0.0,and why would you want to do that anyways,and whi would you want to do that anyway,0,0,0,0
53,269056,qHTVHjDnvFZgWrwWGF4clw,utSuiRS-hZnmHoPHdjw6dA,V-4RQc4L9Q5aaD-NVJIIgA,4,-0.6,majorly awkward,majorli awkward,1,0,0,0
54,269057,QA9WdVB3Kmrp7_982CaYMA,utSuiRS-hZnmHoPHdjw6dA,ahh8Xp97IyTG3wnCAXkpog,5,0.271666667,this place was amazing! everyone was super friendly and made even a chicken like me so comfortable with jumping 855 ft off the stratosphere!,thi place wa amazing! everyon wa super friendli and made even a chicken like me so comfort with jump 855 ft off the stratosphere!,0,1,0,0
55,269058,GDeFAltD5aovf7YquuSJtw,utSuiRS-hZnmHoPHdjw6dA,Bg-LAx67quoNgLvcqLrEmA,5,0.0,my husband and my 2 girls did this and it was the highlight of our las vegas trip,my husband and my 2 girl did thi and it wa the highlight of our la vega trip,0,1,0,0
56,269059,GDeFAltD5aovf7YquuSJtw,utSuiRS-hZnmHoPHdjw6dA,Bg-LAx67quoNgLvcqLrEmA,5,0.0,it was $109,it wa $109,0,1,0,0
57,269060,GDeFAltD5aovf7YquuSJtw,utSuiRS-hZnmHoPHdjw6dA,Bg-LAx67quoNgLvcqLrEmA,5,0.0,99 for the jump and $139,99 for the jump and $139,0,1,0,0
58,269061,GDeFAltD5aovf7YquuSJtw,utSuiRS-hZnmHoPHdjw6dA,Bg-LAx67quoNgLvcqLrEmA,5,0.3,00 for the package and pictures which i though was totally worth it,00 for the packag and pictur which i though wa total worth it,0,1,0,0
59,269062,GDeFAltD5aovf7YquuSJtw,utSuiRS-hZnmHoPHdjw6dA,Bg-LAx67quoNgLvcqLrEmA,5,0.0,they give you a jump drive to take home that has the video and pictures,they give you a jump drive to take home that ha the video and pictur,0,1,1,0
60,269063,GDeFAltD5aovf7YquuSJtw,utSuiRS-hZnmHoPHdjw6dA,Bg-LAx67quoNgLvcqLrEmA,5,0.0,you can jump again within 24 hours for $50,you can jump again within 24 hour for $50,1,0,0,0
61,269064,GDeFAltD5aovf7YquuSJtw,utSuiRS-hZnmHoPHdjw6dA,Bg-LAx67quoNgLvcqLrEmA,5,0.15,they were very organized and professional,they were veri organ and profession,0,1,0,0
62,269065,GDeFAltD5aovf7YquuSJtw,utSuiRS-hZnmHoPHdjw6dA,Bg-LAx67quoNgLvcqLrEmA,5,0.6,the observation deck was nice too,the observ deck wa nice too,0,1,0,0
63,269066,oF-qjxEyCrNQmYm5WhP-Xw,utSuiRS-hZnmHoPHdjw6dA,RiTC2nd3CNGVv7BF3FUIMQ,5,-0.096875,"a definite, absolute, must do!! holy crap! even though it is a controlled fall it is well worth the jump","a definite, absolute, must do!! holi crap! even though it is a control fall it is well worth the jump",0,1,0,0
64,269067,oF-qjxEyCrNQmYm5WhP-Xw,utSuiRS-hZnmHoPHdjw6dA,RiTC2nd3CNGVv7BF3FUIMQ,5,0.0,45 mph and 17 seconds to the bottom,45 mph and 17 second to the bottom,0,0,0,0
65,269068,oF-qjxEyCrNQmYm5WhP-Xw,utSuiRS-hZnmHoPHdjw6dA,RiTC2nd3CNGVv7BF3FUIMQ,5,1.0,the view is incredible as well as the rush! do it!!,the view is incred as well as the rush! do it!!,0,1,0,0
66,269069,BkANHCMhk8aMGcxQray0Ng,utSuiRS-hZnmHoPHdjw6dA,Ok2WfTykukqTVoULYaDj9g,5,0.125,"definitely the most extreme thrill ride in vegas, and for that the skyjump gets a 5 star review","definit the most extrem thrill ride in vegas, and for that the skyjump get a 5 star review",0,1,0,0
67,269070,BkANHCMhk8aMGcxQray0Ng,utSuiRS-hZnmHoPHdjw6dA,Ok2WfTykukqTVoULYaDj9g,5,0.082407407,"wish i could say i actually jumped, but after my best friend and i got fully liquored up, they postponed us for an hour or so due to a vip event, and then closed down the ride for the rest of the evening due to windy conditions","wish i could say i actual jumped, but after my best friend and i got fulli liquor up, they postpon us for an hour or so due to a vip event, and then close down the ride for the rest of the even due to windi condit",1,1,0,0
68,269071,BkANHCMhk8aMGcxQray0Ng,utSuiRS-hZnmHoPHdjw6dA,Ok2WfTykukqTVoULYaDj9g,5,0.0,"they re-scheduled us for the following day, but conditions were once again too windy","they re-schedul us for the follow day, but condit were onc again too windi",0,1,0,0
69,269072,BkANHCMhk8aMGcxQray0Ng,utSuiRS-hZnmHoPHdjw6dA,Ok2WfTykukqTVoULYaDj9g,5,-0.05,we did get to see the ride in action and watched a few jumps and had 2-for-1 martinis in the skybar while contemplating dinner in the revolving restaurant,we did get to see the ride in action and watch a few jump and had 2-for-1 martini in the skybar while contempl dinner in the revolv restaur,0,1,0,0
70,269073,BkANHCMhk8aMGcxQray0Ng,utSuiRS-hZnmHoPHdjw6dA,Ok2WfTykukqTVoULYaDj9g,5,0.0,maybe on a next trip to vegas (?),mayb on a next trip to vega (?),0,0,0,0
71,269074,BkANHCMhk8aMGcxQray0Ng,utSuiRS-hZnmHoPHdjw6dA,Ok2WfTykukqTVoULYaDj9g,5,0.15,also my buddy was so wasted he almost bought one of those tacky light up t shirts in the lobby! and there was no bubble tea,also my buddi wa so wast he almost bought one of those tacki light up t shirt in the lobby! and there wa no bubbl tea,1,1,0,0
72,269075,BkANHCMhk8aMGcxQray0Ng,utSuiRS-hZnmHoPHdjw6dA,Ok2WfTykukqTVoULYaDj9g,5,0.5,:),:),0,1,0,0
73,269076,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,0.0,i recently did the skyjump when i had some friends visiting town,i recent did the skyjump when i had some friend visit town,1,0,0,0
74,269077,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,-0.15555555599999998,"i had wanted to try it, but just never made it down there until now","i had want to tri it, but just never made it down there until now",0,0,0,0
75,269078,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,0.075,"we were really excited to jump, but i was kind of disappointed after the jump was done","we were realli excit to jump, but i wa kind of disappoint after the jump wa done",1,1,0,0
76,269079,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,0.0,here's why:,here' why:,1,0,0,0
77,269080,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,-0.5,it is extremely expensive,it is extrem expens,1,0,0,0
78,269081,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,0.0,regular price is $125,regular price is $125,1,0,0,0
79,269082,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,0.275,for a few dollars more you can skydive in jean or boulder city and have more fun,for a few dollar more you can skydiv in jean or boulder citi and have more fun,1,0,0,0
80,269083,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,0.0,"they do have a local rate of $99, but you have to ask for it before you pay","they do have a local rate of $99, but you have to ask for it befor you pay",1,0,1,0
81,269084,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,0.4,the good part of the locals rate was that my out of town friends were able to get the local rate with my id since we all jumped together,the good part of the local rate wa that my out of town friend were abl to get the local rate with my id sinc we all jump togeth,1,1,0,0
82,269085,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,0.081481481,"if you have ever skydived or bungeed, which i have on several occasions, this will be a huge let down","if you have ever skydiv or bungeed, which i have on sever occasions, thi will be a huge let down",1,1,0,0
83,269086,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,-0.111111111,the guidelines you are attached to really slow down your decent and it feels like you are falling down through molasses,the guidelin you are attach to realli slow down your decent and it feel like you are fall down through molass,1,1,0,0
84,269087,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,0.45,"if you have never jumped out of a plane or bungeed, you would probably enjoy it more","if you have never jump out of a plane or bungeed, you would probabl enjoy it more",0,0,0,0
85,269088,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,-0.333333333,we jumped during the day and the view is seriously lacking,we jump dure the day and the view is serious lack,1,0,0,0
86,269089,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,0.0,i wish we would have done it at night when the lights were on,i wish we would have done it at night when the light were on,0,0,0,0
87,269090,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,-1.0,day time jumps are boring,day time jump are bore,1,0,0,0
88,269091,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,0.16,"so if you have never jumped from a high spot before, go try it out","so if you have never jump from a high spot before, go tri it out",1,0,0,0
89,269092,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,0.0,"if you have jumped before, be warned","if you have jump before, be warn",1,0,0,0
90,269093,6eJCHmLllGbH0wcEN4fKHg,utSuiRS-hZnmHoPHdjw6dA,Cw3UMmYeqqx1u4HIWaWw3w,2,0.08,"i do have to say though, the first step off was terrifying, thrilling, exciting, and an ""almost peed my pants"" kind of experience","i do have to say though, the first step off wa terrifying, thrilling, exciting, and an ""almost peed my pants"" kind of experi",1,0,0,0
91,269094,VQswttj9IktSyiuEb2NDWg,utSuiRS-hZnmHoPHdjw6dA,MrmNkLKORAE1PkjCsrXptw,5,0.0,"it's no skydiving, but definitely a different experience when u jump off the edge","it' no skydiving, but definit a differ experi when u jump off the edg",0,1,0,0
92,269095,VQswttj9IktSyiuEb2NDWg,utSuiRS-hZnmHoPHdjw6dA,MrmNkLKORAE1PkjCsrXptw,5,0.26666666699999997,it was a lot of fun and you felt safe as they tighten your harness countless times before the jump,it wa a lot of fun and you felt safe as they tighten your har countless time befor the jump,0,1,0,0
93,269096,OwtCO7taEdShOpCKfX4OEQ,utSuiRS-hZnmHoPHdjw6dA,ckatlK_rJKF4pWoDHYZF1g,5,0.6875,the staff was really friendly and i had the best time ever,the staff wa realli friendli and i had the best time ever,0,1,0,0
94,269097,OwtCO7taEdShOpCKfX4OEQ,utSuiRS-hZnmHoPHdjw6dA,ckatlK_rJKF4pWoDHYZF1g,5,0.0,do not let the fear of heights keep you away from the sky fall,do not let the fear of height keep you away from the sky fall,0,1,0,0
95,269098,OwtCO7taEdShOpCKfX4OEQ,utSuiRS-hZnmHoPHdjw6dA,ckatlK_rJKF4pWoDHYZF1g,5,0.75,"i have acrophobia but i jumped and it was the best experience ever, even better than the skydive from 1000 feet","i have acrophobia but i jump and it wa the best experi ever, even better than the skydiv from 1000 feet",0,1,0,0
96,269099,OwtCO7taEdShOpCKfX4OEQ,utSuiRS-hZnmHoPHdjw6dA,ckatlK_rJKF4pWoDHYZF1g,5,0.16,i highly recommend these rides and this place to adrenaline junkies like me,i highli recommend these ride and thi place to adrenalin junki like me,0,1,1,0
97,269100,BVlUuif6FVneo7QI3Jq9gg,utSuiRS-hZnmHoPHdjw6dA,53nLX7Y4cTt87UPckhBoPQ,4,0.8,this is a great time,thi is a great time,0,1,0,0
98,269101,BVlUuif6FVneo7QI3Jq9gg,utSuiRS-hZnmHoPHdjw6dA,53nLX7Y4cTt87UPckhBoPQ,4,0.1,"the only reason that i gave it four stars is the cost and the fact that they don't really tell you how to land, until you're landing","the onli reason that i gave it four star is the cost and the fact that they don't realli tell you how to land, until you'r land",0,0,0,0
99,269102,BVlUuif6FVneo7QI3Jq9gg,utSuiRS-hZnmHoPHdjw6dA,53nLX7Y4cTt87UPckhBoPQ,4,0.5,the staff is great and really help put your mind at ease if you're nervous,the staff is great and realli help put your mind at eas if you'r nervou,0,1,0,0
100,269103,BVlUuif6FVneo7QI3Jq9gg,utSuiRS-hZnmHoPHdjw6dA,53nLX7Y4cTt87UPckhBoPQ,4,0.0,everyone you pass does a safety check on your harness,everyon you pass doe a safeti check on your har,0,1,0,0
101,269104,BVlUuif6FVneo7QI3Jq9gg,utSuiRS-hZnmHoPHdjw6dA,53nLX7Y4cTt87UPckhBoPQ,4,0.32888888899999996,it makes you feel much more secure and able to enjoy the ride down,it make you feel much more secur and abl to enjoy the ride down,0,1,0,0
102,269105,BVlUuif6FVneo7QI3Jq9gg,utSuiRS-hZnmHoPHdjw6dA,53nLX7Y4cTt87UPckhBoPQ,4,0.0,definitely spend the extra to get the video,definit spend the extra to get the video,0,1,0,0
103,269106,BVlUuif6FVneo7QI3Jq9gg,utSuiRS-hZnmHoPHdjw6dA,53nLX7Y4cTt87UPckhBoPQ,4,0.2,at this point what is an extra few bucks? it's a great souvenir,at thi point what is an extra few bucks? it' a great souvenir,0,1,0,0
